"Volg nr.";ID-ON;"SR- Schadenr";"Datum Opname";"Status Schade";Proces;"Status proces";Opmerking1;Bron;"Datum Schouw";Weg;Baan;DVK;Strook;"Hm van";"Tot Hm";"Verl.
Aanw";"Sign.
aanw";"IVON Plan";"Risico klasse";"Ernst klasse";Schadebeeld;"Aantal (stuks)
gaten/ scheuren";"Lengte in m";"Breedte in m";"Opper vlakte in m2";"Huidige deklaag";Lussen;Onderzoek;"Datum Garantie tot1";"Unieke Garantie Code";"Naam Garantiegever";Opmerking2;"Type inzet";"Advies aanpak";Foto's;Schets;"Plan Datum";Opm.;Offertenr.;"Datum Mail Akkoord";Opdrachtnr.;"Opdracht Datum";"Kosten Indicatie";Opmerking3;"Datum Uitvoering";"Type Asfalt";"Datum Garantie tot2";Opmerking4;"Afl. dossier nr.";Volgnr.;"Def. Bedrag";"Datum Ontvangst RWS";"Datum Techn. Akkoord";"Datum Fin. Akkoord";"Datum Akkoord CM";"Datum PV";Opmerking5
57;57;;;;;;;;;;;;;;;;;7-9-2017;7-9-2017;A73;A73;HRL;HRL;;;"RS 2";"RS 2";91,700;91,700;91,650;91,650;nee;nee;Nee;Nee;;;1;1;1;1;"rafeling en lichte scheuren";"rafeling en lichte scheuren";;;"50 m";"50 m";4;4;"200 m2";"200 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;58;;;;;;;;;;;;;;;;;7-9-2017;7-9-2017;A73;A73;HRL;HRL;;;"RS 2";"RS 2";91,480;91,480;91,420;91,420;nee;nee;Nee;Nee;;;1;1;1;1;"rafeling en lichte scheuren";"rafeling en lichte scheuren";;;"60 m";"60 m";4;4;"240 m2";"240 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;59;;;;;;;;;;;Hersteld;Hersteld;;;;;7-9-2017;7-9-2017;A73;A73;HRL;HRL;;;"RS 2 - VS";"RS 2 - VS";88,385;88,385;;;nee;nee;Nee;Nee;;;1;1;1;1;gat;gat;1;1;;;;;" m2";" m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;60;;;;;;;;;;;;;;;;;7-9-2017;7-9-2017;A73;A73;HRL;HRL;;;"RS 2";"RS 2";83,615;83,615;83,540;83,540;nee;nee;Nee;Nee;;;3;3;2;2;"rafeling en gaten";"rafeling en gaten";;;"75 m";"75 m";4;4;"300 m2";"300 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;61;;;;;;;;;;;;;;;;;7-9-2017;7-9-2017;A73;A73;HRL;HRL;;;"RS 2";"RS 2";79,800;79,800;79,700;79,700;ja;ja;Nee;Nee;;;3;3;1;1;"rafeling en scheuren";"rafeling en scheuren";;;"100 m";"100 m";4;4;"400 m2";"400 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;62;;;;;;;;;;;Hersteld;Hersteld;;;;;7-9-2017;7-9-2017;A73;A73;HRR;HRR;;;RB;RB;90,290;90,290;90,310;90,310;nee;nee;Nee;Nee;;;0;0;0;0;"5 dwarsrscheuren";"5 dwarsrscheuren";5;5;35m1;35m1;RB;RB;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;63;;;;;;;;;;;;;;;;;21-9-2017;21-9-2017;A73;A73;HRR;HRR;;;"RS 2 + VS";"RS 2 + VS";92,250;92,250;;;nee;nee;Nee;Nee;;;2;2;1;1;"t.p.v. 4 voegen opbollingen";"t.p.v. 4 voegen opbollingen";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;64;;;;;;;;;;;;;;;;;21-9-2017;21-9-2017;A73;A73;HRR;HRR;;;RB;RB;92,610;92,610;;;nee;nee;Nee;Nee;;;2;2;1;1;"Scheur ";"Scheur ";;;"14 m";"14 m";;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;65;;;;;;;;;;;plan;plan;;;ON;ON;21-9-2017;21-9-2017;A12;A12;HRL;HRL;VWL;VWL;"RS 3";"RS 3";138,200;138,200;138,230;138,230;ja;ja;nee;nee;;;1;1;1;1;"gaten in kantlijn";"gaten in kantlijn";>1;>1;30m1;30m1;0,2m1;0,2m1;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;66;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;21-9-2017;21-9-2017;A12;A12;HRL;HRL;;;"RS 2";"RS 2";133,900;133,900;;;ja;ja;ja;ja;;;1;1;1;1;"gat in rijspoor";"gat in rijspoor";1;1;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;67;;;;;;;;;;;Check;Check;;;;;21-9-2017;21-9-2017;A12;A12;HRL;HRL;;;"RS 2";"RS 2";131,590;131,590;;;ja;ja;ja;ja;;;1;1;1;1;"dwarsscheur na voeg";"dwarsscheur na voeg";;;;;RS;RS;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;69;;;;;;;;;;;Hersteld;Hersteld;;;;;28-9-2017;28-9-2017;A12;A12;VBR;VBR;g;g;"RS 2 + VS";"RS 2 + VS";127,560;127,560;127,580;127,580;nee;nee;ja;ja;;;1;1;1;1;"Rafeling + gat";"Rafeling + gat";;;" m";" m";;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;70;;;;;;;;;;;Gereed;Gereed;;;;;28-9-2017;28-9-2017;A50;A50;HRL;HRL;;;"RS 3";"RS 3";184,980;184,980;184,940;184,940;nee;nee;ja;ja;;;;;;;Opbolling;Opbolling;;;50m1;50m1;RS;RS;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;78;;;;;;;;;;;Check;Check;;;;;28-9-2017;28-9-2017;A50;A50;HRL;HRL;;;"RS 1";"RS 1";158,000;158,000;;;ja;ja;ja;ja;;;1;1;1;1;"gaten + rafeling + scheuren";"gaten + rafeling + scheuren";>1;>1;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;79;;;;;;;;;;;Check;Check;;;;;28-9-2017;28-9-2017;A50;A50;VWR;VWR;;;"RS1 + VS";"RS1 + VS";168,070;168,070;168,110;168,110;ja;ja;ja;ja;;;1;1;1;1;"Rafeling en gaten";"Rafeling en gaten";;;"50 m";"50 m";8;8;"400 m2";"400 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;80;;;;;;;;;;;plan;plan;;;ON;ON;3-10-2017;3-10-2017;A12;A12;HRR;HRR;;;"RS 2";"RS 2";128,150;128,150;128,160;128,160;nee;nee;ja;ja;;;2;2;1;1;rafeling;rafeling;;;"25 m";"25 m";4;4;"100 m2";"100 m2";"ZOAB +";"ZOAB +";;;;;30-4-2019;30-4-2019;;;"De jong en Zoon Beesd B.V.";"De jong en Zoon Beesd B.V.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;81;;;;;;;;;;;;;;;;;3-10-2017;3-10-2017;A12;A12;HRR;HRR;;;"RS 4";"RS 4";129,400;129,400;;;ja;ja;ja;ja;;;3;3;;;zonk;zonk;;;3m1;3m1;2m1;2m1;6m2;6m2;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;82;;;;;;;;;;;;;;;;;3-10-2017;3-10-2017;A12;A12;HRR;HRR;;;"RS 4";"RS 4";129,450;129,450;;;ja;ja;ja;ja;;;3;3;;;zonk;zonk;;;3m1;3m1;2m1;2m1;6m2;6m2;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;83;;;;;;;;;;;CAL;CAL;;;ON;ON;3-10-2017;3-10-2017;A12;A12;HRR;HRR;;;"RS 2";"RS 2";133,890;133,890;;;ja;ja;ja;ja;;;1;1;2;2;"dwarsscheur en gat";"dwarsscheur en gat";;;;;"RS + VS";"RS + VS";;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;84;;;;;;;;;;;Hersteld;Hersteld;;;ON;ON;4-10-2017;4-10-2017;A12;A12;HRR;HRR;;;"RS 2";"RS 2";135,650;135,650;136,950;136,950;ja;ja;ja;ja;;;?;?;?;?;rafeling;rafeling;;;"1300 m";"1300 m";4;4;"5.200 m2";"5.200 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;85;;;;;;;;;;;;;;;;;4-10-2017;4-10-2017;A12;A12;HRR;HRR;;;"RS 1";"RS 1";138,475;138,475;138,500;138,500;ja;ja;ja;ja;;;2;2;1;1;rafeling;rafeling;;;"25 m";"25 m";4;4;"100 m2";"100 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;86;;;;;;;;;;;Heijmans;Heijmans;;;ON;ON;4-10-2017;4-10-2017;A12;A12;HRR;HRR;;;"RS 1";"RS 1";141,300;141,300;;;ja;ja;ja;ja;;;1;1;1;1;"gat bij lussen";"gat bij lussen";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;87;;;;;;;;;;;;;;;;;4-10-2017;4-10-2017;A12;A12;HRR;HRR;;;"RS 1";"RS 1";147,670;147,670;;;nee;nee;ja;ja;;;2;2;1;1;"schade/gat onder viaduct";"schade/gat onder viaduct";;;;;;;;;ZOAB;ZOAB;;;;;30-4-2019;30-4-2019;;;"De Jong en Zoon Beesd B.V.";"De Jong en Zoon Beesd B.V.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;88;;;;;;;;;;;Plan;Plan;;;;;4-10-2017;4-10-2017;A12;A12;VWL;VWL;;;RB;RB;143,390;143,390;143,360;143,360;nee;nee;nee;nee;;;3;3;1;1;dwarsscheuren;dwarsscheuren;;;"35 m";"35 m";8;8;"280 m2";"280 m2";"combi deklaag";"combi deklaag";Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;89;;;;;;;;;;;;;;;;;4-10-2017;4-10-2017;A12;A12;HRL;HRL;;;VS/puntstuk;VS/puntstuk;142,350;142,350;142,300;142,300;nee;nee;ja;ja;;;1;1;1;1;"rafeling puntstuk";"rafeling puntstuk";;;"50 m";"50 m";4;4;"200 m2";"200 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;90;;;;;;;;;;;;;;;;;4-10-2017;4-10-2017;A12;A12;HRL;HRL;;;"RS 2 - invoeger";"RS 2 - invoeger";142,280;142,280;142,200;142,200;nee;nee;ja;ja;;;2;2;2;2;"langsnaad staat open tussen blokken en streep";"langsnaad staat open tussen blokken en streep";;;80m1;80m1;0,1m1;0,1m1;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;91;;;;;;;;;;;;;;;;;4-10-2017;4-10-2017;A12;A12;HRL;HRL;;;RB;RB;134,790;134,790;;;ja;ja;ja;ja;;;2;2;1;1;dwarsscheur;dwarsscheur;;;;;RB;RB;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;92;;;;;;;;;;;Monitoren;Monitoren;;;ON;ON;4-10-2017;4-10-2017;A12;A12;VWR;VWR;b;b;RS1-VS;RS1-VS;136,000;136,000;;;ja;ja;nee;nee;;;2;2;2;2;"beginnend gat";"beginnend gat";;;;;;;;;DAB-SMA;DAB-SMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;93;;;;;;;;;;;;;;;;;6-10-2017;6-10-2017;A30;A30;HRR;HRR;;;VS;VS;15,500;15,500;15,550;15,550;nee;nee;nee;nee;;;2;2;2;2;"gaten VS langs kantlijn";"gaten VS langs kantlijn";>1;>1;50m1;50m1;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;94;;;;;;;;;;;;;;;;;12-10-2017;12-10-2017;A30;A30;HRR;HRR;;;"RS 2";"RS 2";8,290;8,290;8,320;8,320;nee;nee;nee;nee;;;2;2;1;1;rafeling;rafeling;;;"35 m";"35 m";4;4;"140 m2";"140 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;95;;;;;;;;;;;Check;Check;;;;;12-10-2017;12-10-2017;A30;A30;HRR;HRR;;;"RS 2";"RS 2";8,650;8,650;;;nee;nee;nee;nee;;;1;1;1;1;"missende voegvulling";"missende voegvulling";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;96;;;;;;;;;;;Check;Check;;;;;12-10-2017;12-10-2017;A30;A30;HRR;HRR;;;"RS 2";"RS 2";91,500;91,500;;;;;nee;nee;;;1;1;1;1;"missende voegvulling";"missende voegvulling";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;97;;;;;;;;;;;;;;;;;12-10-2017;12-10-2017;A30;A30;HRR;HRR;;;"RS 2";"RS 2";9,760;9,760;;;nee;nee;nee;nee;;;1;1;1;1;"missende voegvulling";"missende voegvulling";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;98;;;;;;;;;;;;;;;;;12-10-2017;12-10-2017;A30;A30;HRR;HRR;;;"RS 1";"RS 1";10,120;10,120;;;nee;nee;nee;nee;;;2;2;2;2;"gaten achter voegovergang";"gaten achter voegovergang";>1;>1;;;;;"4 m2";"4 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;99;;;;;;;;;;;;;;;;;12-10-2017;12-10-2017;A30;A30;HRR;HRR;;;"RS 1";"RS 1";11,650;11,650;116,750;116,750;nee;nee;nee;nee;;;2;2;1;1;rafeling;rafeling;;;"25 m";"25 m";4;4;"100 m2";"100 m2";"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;100;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;12-10-2017;12-10-2017;A30;A30;HRR;HRR;;;"RS 1";"RS 1";11,940;11,940;;;ja;ja;nee;nee;;;1;1;1;1;gat;gat;1;1;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;101;;;;;;;;;;;;;;;;;12-10-2017;12-10-2017;A30;A30;VWR;VWR;a;a;"RS 1+ VS";"RS 1+ VS";19,280;19,280;19,310;19,310;nee;nee;nee;nee;;;1;1;1;1;"rafeling + dwarsscheur";"rafeling + dwarsscheur";;;"30 m";"30 m";2;2;"60 m2";"60 m2";DAB;DAB;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;102;;;;;;;;;;;;;;;;;12-10-2017;12-10-2017;A30;A30;HRR;HRR;;;RB;RB;20,980;20,980;;;nee;nee;nee;nee;;;2;2;2;2;"2 dwarsscheuren bij de voegovergangen op brugdek";"2 dwarsscheuren bij de voegovergangen op brugdek";2;2;"25 m";"25 m";12;12;"300 m2";"300 m2";"ZOAB +";"ZOAB +";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;103;;;;;;;;;;;Check;Check;;;;;12-10-2017;12-10-2017;A30;A30;HRR;HRR;;;"RS 2";"RS 2";19,750;19,750;;;nee;nee;nee;nee;;;1;1;1;1;"gaten bij lussen";"gaten bij lussen";>1;>1;;;;;;;"ZOAB +";"ZOAB +";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;104;;;;;;;;;;;;;;;;;19-10-2017;19-10-2017;A30;A30;HRL;HRL;;;"RS 1";"RS 1";23,700;23,700;;;ja;ja;nee;nee;;;2;2;1;1;"gat ";"gat ";1;1;;;;;;;"ZOAB +";"ZOAB +";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;105;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;19-10-2017;19-10-2017;A30;A30;HRL;HRL;;;"RS 1 + 2";"RS 1 + 2";22,500;22,500;;;nee;nee;nee;nee;;;1;1;1;1;"gaten bij lussen";"gaten bij lussen";>1;>1;;;;;;;"ZOAB +";"ZOAB +";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;106;;;;;;;;;;;Hersteld;Hersteld;;;ON;ON;19-10-2017;19-10-2017;A30;A30;HRL;HRL;;;"RS 1";"RS 1";19,180;19,180;19,165;19,165;nee;nee;nee;nee;;;?;?;?;?;rafeling;rafeling;;;"25 m";"25 m";4;4;"100 m2";"100 m2";"ZOAB +";"ZOAB +";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;107;;;;;;;;;;;Hersteld;Hersteld;;;ON;ON;19-10-2017;19-10-2017;A30;A30;HRL;HRL;;;"RS 2 + VS";"RS 2 + VS";18,750;18,750;;;nee;nee;nee;nee;;;?;?;?;?;"dwarsscheur + gat";"dwarsscheur + gat";;;"25 m";"25 m";4;4;"100 m2";"100 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;108;;;;;;;;;;;;;;;;;19-10-2017;19-10-2017;A30;A30;HRL;HRL;d;d;"RS 3";"RS 3";19,600;19,600;19,570;19,570;nee;nee;nee;nee;;;2;2;2;2;"rafeling voor voegovergang";"rafeling voor voegovergang";;;"30 m";"30 m";5;5;"150 m2";"150 m2";"ZOAB +";"ZOAB +";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;109;;;;;;;;;;;;;;;;;19-10-2017;19-10-2017;A30;A30;HRL;HRL;;;"RS 1 - 2";"RS 1 - 2";19,350;19,350;19,320;19,320;nee;nee;nee;nee;;;2;2;2;2;"openstaande langsnaad";"openstaande langsnaad";;;"35 m";"35 m";;;;;"ZOAB +";"ZOAB +";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;110;;;;;;;;;;;;;;;;;19-10-2017;19-10-2017;A30;A30;HRL;HRL;;;"RS 3";"RS 3";10,700;10,700;;;nee;nee;nee;nee;;;2;2;1;1;rafeling;rafeling;;;;;;;"4 m2";"4 m2";ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;111;;;;;;;;;;;;;;;;;19-10-2017;19-10-2017;A30;A30;VWL;VWL;c;c;VS;VS;10,500;10,500;10,450;10,450;nee;nee;nee;nee;;;1;1;2;2;rafeling;rafeling;;;"50 m";"50 m";8;8;"400 m2";"400 m2";ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;112;;;;;;;;;;;;;;;;;19-10-2017;19-10-2017;A30;A30;HRL;HRL;;;"RS 3 + VS";"RS 3 + VS";9,610;9,610;93,500;93,500;nee;nee;nee;nee;;;1;1;2;2;rafeling;rafeling;;;"260 m";"260 m";8;8;"2.080 m2";"2.080 m2";ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;113;;;;;;;;;;;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRR;HRR;;;R2;R2;195,000;195,000;195,200;195,200;ja;ja;ja;ja;;;?;?;?;?;Stroefheid;Stroefheid;;;"200 m";"200 m";4;4;"800 m2";"800 m2";"ZOAB +";"ZOAB +";;;;;??;??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;114;;;;;;;;;;;Hersteld;Hersteld;;;ON;ON;;;A50;A50;HRR;HRR;;;R1;R1;188,100;188,100;188,200;188,200;ja;ja;ja;ja;;;?;?;?;?;Stroefheid;Stroefheid;;;"100 m";"100 m";4;4;"400 m2";"400 m2";"ZOAB +";"ZOAB +";;;;;??;??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;115;;;;;;;;;;;;;;;;;;;A15;A15;HRL;HRL;;;R2;R2;123,100;123,100;123,200;123,200;nee;nee;nee;nee;;;nvt;nvt;nvt;nvt;Spoorvorming;Spoorvorming;;;"100 m";"100 m";4;4;"400 m2";"400 m2";ZOAB;ZOAB;;;;;??;??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;116;;;;;;;;;;;;;;;;;;;A50;A50;HRL;HRL;;;R3;R3;162,100;162,100;162,200;162,200;ja;ja;nee;nee;;;nvt;nvt;nvt;nvt;Spoorvorming;Spoorvorming;;;"100 m";"100 m";4;4;"400 m2";"400 m2";"ZOAB TW";"ZOAB TW";;;;;??;??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;117;;;;;;;;;;;;;;;;;;;A50;A50;HRL;HRL;;;R3;R3;163,500;163,500;163,600;163,600;ja;ja;ja;ja;;;nvt;nvt;nvt;nvt;Spoorvorming;Spoorvorming;;;"100 m";"100 m";4;4;"400 m2";"400 m2";"ZOAB TW";"ZOAB TW";;;;;??;??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;118;;;;;;;;;;;;;;;;;;;A50;A50;HRR;HRR;;;R3;R3;162,100;162,100;162,200;162,200;ja;ja;ja;ja;;;nvt;nvt;nvt;nvt;Spoorvorming;Spoorvorming;;;"100 m";"100 m";4;4;"400 m2";"400 m2";"ZOAB TW";"ZOAB TW";Ja;Ja;;;??;??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;119;;;;;;;;;;;;;;;;;;;A50;A50;HRR;HRR;;;R3;R3;162,300;162,300;162,500;162,500;ja;ja;ja;ja;;;nvt;nvt;nvt;nvt;Spoorvorming;Spoorvorming;;;"200 m";"200 m";4;4;"800 m2";"800 m2";"ZOAB TW";"ZOAB TW";;;;;??;??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;120;;;;;;;;;;;Hersteld;Hersteld;;;ON;ON;7-11-2017;7-11-2017;A15;A15;HRR;HRR;;;"R 2-3";"R 2-3";118,680;118,680;;;nee;nee;nee;nee;;;?;?;?;?;"gat in blokkenlijn";"gat in blokkenlijn";1;1;;;;;;;ZOAB+;ZOAB+;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;121;;;;;;;;;;;Check;Check;;;;;28-11-2017;28-11-2017;A50;A50;HRR;HRR;;;R3;R3;164,350;164,350;;;ja;ja;ja;ja;;;1;1;1;1;"gat bij detectielussen";"gat bij detectielussen";1;1;;;;;" m2";" m2";"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;122;;;;;;;;;;;Hersteld;Hersteld;;;ON;ON;28-11-2017;28-11-2017;A73;A73;HRR;HRR;;;R2;R2;110,600;110,600;;;nee;nee;nee;nee;;;?;?;?;?;"gat bij kantlijn";"gat bij kantlijn";1;1;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;123;;;;;;;;;;;Hersteld;Hersteld;;;;;29-11-2017;29-11-2017;A12;A12;VBL;VBL;;;nvt;nvt;149,750;149,750;;;ja;ja;nee;nee;;;1;1;1;1;"slecht asfalt Grenscomplex";"slecht asfalt Grenscomplex";;;;;;;;;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;124;;;;;;;;;;;;;;;;;6-12-2017;6-12-2017;A12;A12;HRR;HRR;;;R1;R1;136,420;136,420;;;ja;ja;ja;ja;;;1;1;3;3;"beginnend gat";"beginnend gat";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;125;;;;;1-12-2018;1-12-2018;Def.;Def.;LVO;LVO;Hold;Hold;;;ON;ON;12-12-2017;12-12-2017;A15;A15;HRL;HRL;;;R2;R2;125,740;125,740;;;nee;nee;nee;nee;;;1;1;1;1;"gat in rijspoor";"gat in rijspoor";1;1;;;;;;;ZOAB;ZOAB;-;-;;;-;-;;;;;;;HB;HB;9;9;;;;;4-12-2018;4-12-2018;;;"HB wk 49";"HB wk 49";4-12-2018;4-12-2018;;;4-12-2018;4-12-2018;;;;;4-12-2018;4-12-2018;ZOAB016;ZOAB016;n.v.t.;n.v.t.;;;;;;;;;;;;;;;;;;;;
